2021-03-17T14:32:01,2039949860844698,1615991521153,connect,881619174718995,NA,NA,NA,NA
2021-03-17T14:32:01,2039949860844698,1615991521153,connect,882207876992101,NA,NA,NA,NA
2021-03-17T14:32:01,2039949860844698,1615991521153,connect,254992928619506,NA,NA,NA,NA
2021-03-17T14:32:01,2039949860844698,1615991521153,connect,585879505745595,NA,NA,NA,NA
2021-03-17T14:32:01,2039949860844698,1615991521153,connect,177825641402358,NA,NA,NA,NA
2021-03-17T14:32:43,2039949860844698,1615991563686,disconnect,585879505745595,NA,NA,NA,NA
2021-03-17T14:32:43,2039949860844698,1615991563689,disconnect,254992928619506,NA,NA,NA,NA
2021-03-17T14:32:43,2039949860844698,1615991563692,disconnect,882207876992101,NA,NA,NA,NA
2021-03-17T14:32:43,2039949860844698,1615991563695,disconnect,881619174718995,NA,NA,NA,NA
2021-03-17T14:32:43,2039949860844698,1615991563697,disconnect,177825641402358,NA,NA,NA,NA
