0 2
0 7
0 11
0 12
0 26
0 39
0 45
0 48
0 54
0 61
0 63
0 67
0 74
0 75
0 84
1 6
1 10
1 16
1 21
1 22
1 23
1 26
1 32
1 35
1 43
1 54
1 55
1 57
1 72
1 75
1 85
1 86
1 88
1 89
1 90
2 10
2 13
2 17
2 25
2 30
2 31
2 34
2 43
2 44
2 46
2 47
2 57
2 58
2 66
2 67
2 77
2 81
2 84
2 89
2 95
3 12
3 13
3 17
3 22
3 31
3 38
3 42
3 45
3 46
3 49
3 50
3 64
3 67
3 68
3 75
3 99
4 5
4 11
4 14
4 16
4 17
4 28
4 30
4 36
4 37
4 39
4 40
4 45
4 62
4 80
4 85
4 88
4 93
5 6
5 16
5 22
5 23
5 26
5 27
5 32
5 49
5 52
5 56
5 57
5 60
5 69
5 82
6 13
6 14
6 18
6 32
6 47
6 48
6 50
6 52
6 55
6 60
6 68
6 69
6 86
6 88
6 91
6 93
7 9
7 14
7 21
7 23
7 25
7 26
7 33
7 50
7 55
7 57
7 58
7 63
7 66
7 74
7 80
7 82
7 83
7 87
7 89
7 91
7 99
8 10
8 17
8 20
8 23
8 26
8 32
8 42
8 53
8 56
8 68
8 82
8 83
8 84
8 91
9 10
9 14
9 16
9 21
9 23
9 30
9 32
9 33
9 36
9 40
9 45
9 47
9 50
9 52
9 53
9 57
9 62
9 64
9 77
9 80
9 83
9 84
9 88
9 91
9 96
9 98
10 18
10 20
10 25
10 29
10 34
10 36
10 42
10 44
10 45
10 51
10 52
10 54
10 55
10 57
10 60
10 61
10 71
10 80
10 81
10 91
11 24
11 35
11 40
11 44
11 48
11 51
11 60
11 62
11 63
11 65
11 76
11 81
11 85
11 91
11 94
12 16
12 28
12 29
12 41
12 45
12 48
12 55
12 64
12 65
12 66
12 70
12 71
12 81
12 88
13 18
13 28
13 32
13 34
13 45
13 51
13 59
13 64
13 72
13 75
13 81
13 85
13 87
13 88
13 89
13 90
13 94
14 19
14 25
14 29
14 33
14 37
14 45
14 48
14 58
14 63
14 66
14 77
14 81
14 89
14 95
14 98
15 19
15 24
15 25
15 29
15 30
15 33
15 36
15 37
15 43
15 51
15 53
15 57
15 62
15 65
15 67
15 69
15 70
15 71
15 74
15 81
15 88
15 97
15 99
16 17
16 19
16 35
16 38
16 40
16 58
16 60
16 61
16 62
16 66
16 72
16 73
16 77
16 89
16 92
16 93
16 95
16 96
16 98
17 18
17 30
17 31
17 33
17 34
17 36
17 40
17 43
17 44
17 52
17 65
17 78
17 81
17 88
17 89
17 94
18 20
18 32
18 33
18 35
18 47
18 48
18 52
18 54
18 58
18 60
18 62
18 65
18 66
18 70
18 72
18 78
18 79
18 84
18 92
19 23
19 38
19 40
19 42
19 47
19 55
19 59
19 64
19 67
19 70
19 81
19 84
19 87
19 89
19 90
19 91
19 92
19 93
19 94
19 95
19 97
20 28
20 48
20 50
20 54
20 60
20 63
20 67
20 70
20 73
20 83
20 87
20 95
20 99
21 32
21 42
21 50
21 58
21 59
21 69
21 76
21 82
22 34
22 35
22 45
22 48
22 49
22 52
22 58
22 63
22 65
22 72
22 75
22 76
22 80
22 85
22 89
22 93
22 98
23 25
23 29
23 36
23 37
23 42
23 48
23 52
23 54
23 56
23 58
23 63
23 65
23 66
23 69
23 71
23 84
23 99
24 27
24 41
24 44
24 50
24 51
24 54
24 68
24 72
24 75
24 81
24 87
24 92
24 96
25 33
25 36
25 50
25 56
25 58
25 66
25 67
25 69
25 77
25 79
25 81
25 88
25 90
26 34
26 48
26 56
26 63
26 71
26 72
26 73
26 87
26 90
26 96
27 30
27 34
27 36
27 40
27 44
