0 3
0 4
0 7
0 8
0 9
0 10
0 11
0 18
0 25
0 29
0 31
0 34
1 2
1 3
1 5
1 6
1 9
1 10
1 12
1 13
1 14
1 15
1 17
1 19
1 23
1 26
1 27
1 28
1 30
1 36
2 3
2 5
2 6
2 12
2 13
2 14
2 15
2 16
2 17
2 19
2 20
2 22
2 23
2 26
2 27
2 35
3 5
3 6
3 9
3 10
3 12
3 13
3 14
3 15
3 17
3 19
3 26
3 27
3 28
3 30
3 36
3 37
4 7
4 8
4 9
4 10
4 11
4 18
4 25
4 29
4 34
5 6
5 12
5 13
5 14
5 15
5 16
5 17
5 19
5 20
5 22
5 23
5 26
5 27
5 28
5 36
5 38
6 9
6 10
6 12
6 13
6 14
6 15
6 17
6 19
6 23
6 26
6 27
6 28
6 30
6 36
6 37
7 8
7 9
7 10
7 11
7 18
7 25
7 29
7 31
7 34
8 9
8 10
8 11
8 18
8 25
8 29
8 30
8 31
8 34
9 10
9 11
9 13
9 14
9 15
9 17
9 18
9 25
9 28
9 29
9 30
9 31
9 34
9 37
10 11
10 13
10 14
10 15
10 17
10 18
10 25
10 28
10 29
10 30
10 31
10 34
10 37
11 18
11 25
11 29
11 30
11 31
11 34
11 41
11 44
12 13
12 14
12 15
12 16
12 17
12 19
12 20
12 21
12 22
12 23
12 24
12 26
12 27
12 28
12 32
12 33
12 35
12 36
12 38
12 39
12 40
12 42
12 43
12 45
13 14
13 15
13 17
13 19
13 20
13 22
13 23
13 26
13 27
13 28
13 30
13 31
13 36
13 37
13 38
13 39
13 42
13 43
13 47
13 48
13 49
14 15
14 16
14 17
14 19
14 20
14 22
14 23
14 26
14 27
14 28
14 30
14 31
14 35
14 36
14 37
14 38
14 39
14 42
14 43
14 47
14 48
14 49
15 16
15 17
15 19
15 20
15 22
15 23
15 26
15 27
15 28
15 30
15 31
15 35
15 36
15 37
15 38
15 39
15 42
15 43
15 47
15 48
15 49
16 17
16 19
16 20
16 21
16 22
16 23
16 24
16 26
16 27
16 32
16 33
16 35
16 38
16 39
16 40
16 43
16 45
16 50
16 51
17 19
17 20
17 22
17 23
17 26
17 27
17 28
17 30
17 35
17 36
17 37
17 38
17 39
17 40
17 42
17 43
17 45
17 47
17 48
17 49
17 54
18 25
18 28
18 29
18 30
18 31
18 34
18 37
18 41
18 44
18 46
18 52
19 20
19 22
19 23
19 26
19 27
19 28
19 30
19 32
19 35
19 36
19 38
19 39
19 40
19 42
19 43
19 45
19 47
19 49
19 51
19 53
19 54
20 21
20 22
20 23
20 24
20 26
20 27
20 32
20 33
20 35
20 36
20 38
20 39
20 40
20 42
20 43
20 45
20 51
20 53
21 22
21 23
21 24
21 26
21 32
21 33
21 35
21 40
21 50
22 23
22 24
22 26
22 27
22 32
22 33
22 35
22 36
22 38
22 39
22 40
22 42
22 43
