0 2
0 3
0 4
0 5
0 7
0 10
0 11
0 13
0 15
0 16
0 17
0 18
0 19
0 22
0 25
0 26
0 28
0 29
0 30
0 31
0 32
0 34
0 36
0 38
0 40
0 42
0 43
1 6
1 8
1 9
1 12
1 14
1 18
1 20
1 21
1 22
1 23
1 24
1 27
1 33
1 35
1 37
1 39
1 45
2 3
2 4
2 5
2 7
2 10
2 11
2 13
2 15
2 16
2 17
2 19
2 25
2 26
2 28
2 29
2 30
2 31
2 32
2 36
2 40
2 42
2 43
3 4
3 5
3 7
3 10
3 11
3 13
3 15
3 16
3 17
3 19
3 25
3 26
3 28
3 29
3 30
3 31
3 32
3 36
3 40
3 42
3 43
4 5
4 7
4 10
4 13
4 15
4 16
4 17
4 25
4 29
4 30
4 31
4 32
4 36
4 40
4 43
5 7
5 10
5 11
5 13
5 15
5 16
5 17
5 19
5 25
5 26
5 28
5 29
5 30
5 31
5 32
5 36
5 40
5 42
5 43
6 8
6 9
6 11
6 12
6 14
6 18
6 20
6 21
6 22
6 23
6 24
6 27
6 33
6 34
6 35
6 37
6 38
6 39
6 41
6 44
6 45
6 46
6 49
6 50
7 10
7 11
7 13
7 15
7 16
7 17
7 19
7 22
7 25
7 26
7 28
7 29
7 30
7 31
7 32
7 34
7 36
7 38
7 40
7 42
7 43
7 51
7 52
8 9
8 12
8 14
8 18
8 20
8 21
8 22
8 23
8 24
8 27
8 33
8 34
8 35
8 37
8 39
8 45
8 46
8 49
8 50
8 53
9 12
9 14
9 18
9 20
9 21
9 22
9 23
9 24
9 27
9 33
9 34
9 35
9 37
9 38
9 39
9 41
9 45
9 46
9 49
9 50
9 53
9 55
10 11
10 13
10 15
10 16
10 17
10 19
10 25
10 26
10 29
10 30
10 31
10 32
10 36
10 40
10 42
10 43
10 51
10 54
11 12
11 13
11 16
11 17
11 18
11 19
11 20
11 21
11 22
11 24
11 25
11 26
11 27
11 28
11 32
11 33
11 34
11 35
11 36
11 38
11 41
11 42
11 43
11 44
11 46
11 47
11 48
12 14
12 18
12 19
12 20
12 21
12 22
12 23
12 24
12 27
12 28
12 33
12 34
12 35
12 37
12 38
12 39
12 41
12 44
12 45
12 46
12 48
12 49
12 50
12 53
12 55
13 15
13 16
13 17
13 19
13 25
13 26
13 28
13 29
13 30
13 31
13 32
13 36
13 40
13 42
13 43
13 51
13 52
14 18
14 20
14 21
14 22
14 23
14 24
14 27
14 33
14 34
14 35
14 37
14 38
14 39
14 41
14 44
14 45
14 46
14 49
14 50
14 53
14 55
15 16
15 17
15 25
15 26
15 29
15 30
15 31
15 32
15 36
15 40
15 42
15 43
15 51
15 54
15 59
16 17
16 19
16 25
16 26
16 28
16 29
16 30
16 31
16 32
16 36
16 40
16 42
16 43
16 51
16 52
16 54
16 58
16 59
16 61
17 19
17 25
17 26
17 28
17 29
17 30
17 31
17 32
17 36
17 40
17 42
17 43
17 51
17 52
17 54
17 58
17 59
17 61
18 19
18 20
18 21
18 22
18 23
18 24
18 26
18 27
18 28
18 33
18 34
18 35
18 37
18 38
18 39
18 41
18 42
18 44
18 45
18 46
18 47
18 48
18 49
18 50
18 55
18 56
18 57
18 60
19 20
19 21
19 22
19 24
19 25
19 26
19 27
19 28
19 31
19 32
19 33
19 34
19 35
19 36
19 38
19 41
19 42
19 43
19 44
19 45
19 46
19 47
19 48
19 51
19 52
19 56
19 57
19 58
20 21
20 22
20 23
20 24
20 27
20 28
20 33
20 34
20 35
20 37
20 38
20 39
20 41
20 44
20 45
20 46
20 47
20 48
20 49
20 50
